gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000217644	processed_pseudogene		+	1	54.3726235741445	525
ENSG00000217646	processed_pseudogene	H2BC16P	-	6	56.7647058823529	339
ENSG00000217648	processed_pseudogene		+	6	45.6063268892794	1137
ENSG00000217653	processed_pseudogene	PIMREGP3	+	6	57.3509933774834	754
ENSG00000217680	processed_pseudogene	UBE2V1P15	+	6	40.625	447
ENSG00000217684	processed_pseudogene	RPS3AP24	+	6	36.7847411444142	733
ENSG00000217686	processed_pseudogene	NUS1P4	-	13	45.8119658119658	584
ENSG00000217702	lncRNA		+	2	50.594315245478	11675
ENSG00000217707	unprocessed_pseudogene	SERPINB8P1	+	6	46.4190981432361	376
ENSG00000217716	processed_pseudogene	RPS10P3	+	9	53.2388663967611	493
ENSG00000217718	processed_pseudogene	NDUFB4P4	-	2	42.3868312757202	242
ENSG00000217733	processed_pseudogene	CCT7P1	+	6	49.5344506517691	1610
ENSG00000217746	processed_pseudogene		-	6	46.0246360582307	892
ENSG00000217767	processed_pseudogene	NDUFAB1P1	+	6	47.3913043478261	459
ENSG00000217769	processed_pseudogene		+	6	46.3815789473684	303
ENSG00000217770	processed_pseudogene	FEM1AP3	-	6	61.6886846639862	1740
ENSG00000217776	processed_pseudogene		-	6	45.7516339869281	305
ENSG00000217783	processed_pseudogene	LDHAL6FP	-	6	46.0258780036969	1081
ENSG00000217786	processed_pseudogene		-	6	40.9375	639
ENSG00000217791	processed_pseudogene	ASS1P9	+	5	53.9644012944984	1235
ENSG00000217801	transcribed_unprocessed_pseudogene		+	1	54.9862583431488	9647
ENSG00000217805	processed_pseudogene		+	6	42.3772609819121	386
ENSG00000217809	processed_pseudogene	FAT1P1	-	20	40.4339250493097	506
ENSG00000217811	processed_pseudogene	HNRNPDP2	-	6	37.2384937238494	477
ENSG00000217824	processed_pseudogene	SNRPEP6	-	6	42.5992779783394	276
ENSG00000217825	lncRNA		-	7	49.1704374057315	1892
ENSG00000217835	processed_pseudogene	RBMXP5	-	X	49.8898678414097	907
ENSG00000217862	processed_pseudogene	H4C10P	+	6	54.3396226415094	264
ENSG00000217874	unprocessed_pseudogene	OR4F7P	+	6	45.6498388829216	930
ENSG00000217878	processed_pseudogene		-	6	50.6060606060606	329
ENSG00000217889	processed_pseudogene	KRT18P48	-	X	56.3380281690141	851
ENSG00000217896	processed_pseudogene	ZNF839P1	+	Y	44.0185830429733	1223
ENSG00000217897	processed_pseudogene	HSPE1P8	-	1	41.6666666666667	604
ENSG00000217929	transcribed_processed_pseudogene	CICP18	-	6	59.1692568522181	13173
ENSG00000217930	protein_coding	PAM16	-	16	59.0585533869116	24058
ENSG00000217950	processed_pseudogene	NOC2LP2	-	2	59.4135802469136	1943
ENSG00000218014	processed_pseudogene	KRT19P1	+	6	60.2866779089376	1185
ENSG00000218016	unprocessed_pseudogene	ZNF192P2	+	6	44.6854663774403	1382
ENSG00000218018	lncRNA	RBM38-AS1	-	20	58.9438629876308	15922
ENSG00000218020	transcribed_processed_pseudogene	THAP12P5	+	6	36.6153846153846	2274
ENSG00000218027	processed_pseudogene		-	6	45.0376884422111	1591
ENSG00000218029	processed_pseudogene		-	6	51.2915129151292	270
ENSG00000218048	unprocessed_pseudogene		+	6	54.7520661157025	2814
ENSG00000218049	processed_pseudogene	RPL31P33	+	6	42.3529411764706	339
ENSG00000218052	transcribed_unprocessed_pseudogene	ADAMTS7P4	-	15	57.0215442679667	74965
ENSG00000218069	processed_pseudogene	RSL24D1P1	-	6	36.9168356997972	492
ENSG00000218073	processed_pseudogene		+	6	56.1728395061728	485
ENSG00000218089	processed_pseudogene	DNAJA1P4	-	6	40.6518010291595	1165
ENSG00000218107	processed_pseudogene		-	6	43.0884184308842	802
ENSG00000218109	lncRNA	KIRREL3-AS3	+	11	60.1809954751131	3148
ENSG00000218125	unprocessed_pseudogene		-	21	44.8717948717949	155
ENSG00000218143	processed_pseudogene	ERHP2	-	6	43.8127090301003	298
ENSG00000218153	processed_pseudogene	KRT18P22	-	6	55.3823311061618	1346
ENSG00000218173	processed_pseudogene		+	6	41.0672853828306	430
ENSG00000218175	processed_pseudogene		-	2	53.9130434782609	344
ENSG00000218180	processed_pseudogene	SLC25A5P7	+	6	48.9955357142857	895
ENSG00000218186	processed_pseudogene	KRT8P43	+	6	54.5267489711934	1778
ENSG00000218187	processed_pseudogene		-	6	37.9474940334129	418
ENSG00000218189	processed_pseudogene	POM121L14P	+	6	60.2053915275995	1557
ENSG00000218194	processed_pseudogene	HLFP1	+	6	47.2945891783567	498
ENSG00000218198	processed_pseudogene	RPS20P32	-	13	43.5393258426966	355
ENSG00000218208	processed_pseudogene	RPS27AP11	+	6	42.2818791946309	446
ENSG00000218213	processed_pseudogene	FTH1P26	-	6	44.2225392296719	700
ENSG00000218226	processed_pseudogene	TATDN2P2	-	6	52.8301886792453	11930
ENSG00000218227	transcribed_processed_pseudogene		+	5	55.160744500846	590
ENSG00000218233	unitary_pseudogene	NEPNP	+	6	43.1072210065646	11381
ENSG00000218261	processed_pseudogene	RPA3P2	+	6	42.6183844011142	358
ENSG00000218265	processed_pseudogene	RPS4XP7	+	6	45.5128205128205	779
ENSG00000218274	unprocessed_pseudogene		-	6	52.2609819121447	2099
ENSG00000218281	unprocessed_pseudogene	H2AC9P	+	6	58.955223880597	133
ENSG00000218283	processed_pseudogene	MORF4L1P1	+	1	43.7435367114788	966
ENSG00000218300	processed_pseudogene	RPL22P14	+	6	38.2089552238806	334
ENSG00000218305	protein_coding	CDC14C	+	7	44.2049703100946	7689
ENSG00000218313	processed_pseudogene		-	6	41.025641025641	935
ENSG00000218336	protein_coding	TENM3	+	4	47.5496458018813	659037
ENSG00000218337	processed_pseudogene		-	6	42.6470588235294	339
ENSG00000218347	processed_pseudogene	HNRNPA1P1	+	6	45.2330508474576	1263
ENSG00000218350	processed_pseudogene	LYPLA1P3	+	6	44.7482014388489	694
ENSG00000218351	transcribed_processed_pseudogene	RPS3AP23	-	6	35.7142857142857	853
ENSG00000218357	lncRNA	LINC01644	-	22	55.6245686680469	25812
ENSG00000218358	transcribed_unprocessed_pseudogene	RAET1K	-	6	47.2815898012748	7138
ENSG00000218359	processed_pseudogene	SUMO2P13	+	6	44.8529411764706	271
ENSG00000218363	processed_pseudogene	SLC25A20P1	+	6	51.3842746400886	902
ENSG00000218410	processed_pseudogene		-	Y	41.0085054678007	1645
ENSG00000218416	lncRNA		-	2	57.9220779220779	7399
ENSG00000218418	processed_pseudogene		-	6	44.3692932025702	5913
ENSG00000218424	processed_pseudogene	NDUFS5P1	-	6	38.4083044982699	288
ENSG00000218426	processed_pseudogene		-	6	54.1387024608501	446
ENSG00000218428	processed_pseudogene	NIP7P3	-	6	46.2135922330097	514
ENSG00000218454	processed_pseudogene	HNRNPA1P19	-	17	48.1081081081081	369
ENSG00000218459	processed_pseudogene	RPS27P15	+	6	46.031746031746	251
ENSG00000218472	processed_pseudogene		-	6	44.2048517520216	370
ENSG00000218475	processed_pseudogene	ACTG1P18	-	6	51.8810148731409	1142
ENSG00000218476	processed_pseudogene		+	6	40.2537485582468	866
ENSG00000218483	processed_pseudogene		-	6	46.4419475655431	266
ENSG00000218490	processed_pseudogene	FCF1P10	+	6	37.9958246346555	478
ENSG00000218499	processed_pseudogene		+	6	38.3720930232558	171
ENSG00000218502	processed_pseudogene	H2AZP3	-	13	50.3875968992248	386
ENSG00000218510	lncRNA	LINC00339	+	1	49.98089999236	6665
ENSG00000218512	processed_pseudogene	SPTLC1P2	-	6	48.7603305785124	120
ENSG00000218520	processed_pseudogene		-	6	56.640625	1023
ENSG00000218521	processed_pseudogene		-	6	40.4564315352697	481
ENSG00000218536	processed_pseudogene		+	6	37.719298245614	683
ENSG00000218537	lncRNA	MIF-AS1	-	22	64.8373983739837	4504
ENSG00000218549	unprocessed_pseudogene	OR4K12P	-	21	40.9523809523809	944
ENSG00000218561	processed_pseudogene		-	6	49.8753117206983	400
ENSG00000218565	processed_pseudogene		+	6	44.3312966734555	1562
ENSG00000218574	processed_pseudogene	HNRNPA1P37	-	6	46.8524251805986	968
ENSG00000218577	unprocessed_pseudogene		-	6	34.2736248236953	3024
ENSG00000218582	processed_pseudogene	GAPDHP63	-	6	53.0287984111221	1006
ENSG00000218586	processed_pseudogene		+	7	36.937137761926	4485
ENSG00000218596	processed_pseudogene		+	6	44.7089947089947	778
ENSG00000218617	processed_pseudogene		+	6	59.7402597402597	384
ENSG00000218631	processed_pseudogene		-	6	42.6948051948052	615
ENSG00000218632	processed_pseudogene	RPL7P28	-	6	45.6756756756757	739
ENSG00000218643	processed_pseudogene	RPL5P20	+	6	39.5089285714286	895
ENSG00000218672	lncRNA		+	7	53.1914893617021	14280
ENSG00000218676	processed_pseudogene	BRD7P4	+	6	43.1668856767411	1521
ENSG00000218682	processed_pseudogene		-	2	53.5573122529644	505
ENSG00000218689	processed_pseudogene	RPL5P21	-	6	46.1349693251534	814
ENSG00000218690	transcribed_unprocessed_pseudogene	H2AC10P	-	6	55.2964042759961	680
ENSG00000218698	processed_pseudogene	ST13P16	-	6	43.6619718309859	780
ENSG00000218713	processed_pseudogene		-	6	50.1428571428571	2099
ENSG00000218716	processed_pseudogene	RPL12P23	+	6	52.6530612244898	489
ENSG00000218725	processed_pseudogene	B3GALNT2P1	+	6	44.6332046332046	1306
ENSG00000218728	processed_pseudogene	KRT18P44	+	X	54.4747081712062	1284
ENSG00000218730	processed_pseudogene		-	6	44.3349753694581	405
ENSG00000218732	processed_pseudogene		-	6	61.3365155131265	837
ENSG00000218739	protein_coding	CEBPZOS	+	2	38.903192584964	19705
ENSG00000218748	processed_pseudogene	DBIP1	-	6	45.7692307692308	259
ENSG00000218749	processed_pseudogene		+	6	57.0032573289902	306
ENSG00000218754	processed_pseudogene	RPL18AP8	+	3	57.5757575757576	527
ENSG00000218757	processed_pseudogene		-	6	42.4131627056673	546
ENSG00000218766	processed_pseudogene		+	6	43.75	511
ENSG00000218772	processed_pseudogene	FAM8A6P	-	6	54.625550660793	1134
ENSG00000218776	processed_pseudogene	MTATP6P31	+	6	36.4161849710983	691
ENSG00000218792	processed_pseudogene	HSPD1P16	+	6	39.8477157360406	393
ENSG00000218793	processed_pseudogene		-	6	39.7148676171079	981
ENSG00000218803	processed_pseudogene	GSTM2P1	-	6	51.3761467889908	653
ENSG00000218806	processed_pseudogene		-	6	37.9003558718861	954
ENSG00000218809	unprocessed_pseudogene		-	6	53.6986301369863	364
ENSG00000218813	processed_pseudogene		+	6	36.2989323843416	842
ENSG00000218819	protein_coding	TDRD15	+	2	33.5463996919523	20400
ENSG00000218823	protein_coding	PAPOLB	-	7	40.7174470067552	4292
ENSG00000218834	processed_pseudogene		-	6	36.3157894736842	189
ENSG00000218839	lncRNA	FAM138C	-	9	53.1581012161632	2875
ENSG00000218857	processed_pseudogene		-	6	51.9793459552496	1161
ENSG00000218868	processed_pseudogene	CNN3P1	+	6	45.668449197861	934
ENSG00000218870	processed_pseudogene	SLC25A6P6	-	6	51.1568123393316	777
ENSG00000218872	processed_pseudogene		-	6	45.8579881656805	337
ENSG00000218890	processed_pseudogene	NUFIP1P1	-	6	45.9093982420554	1478
ENSG00000218891	protein_coding	ZNF579	-	19	64.638783269962	4074
ENSG00000218893	processed_pseudogene	SUMO2P12	+	6	46.4285714285714	139
ENSG00000218896	processed_pseudogene	TUBB8P2	+	6	52.5252525252525	494
ENSG00000218902	processed_pseudogene	PTMAP3	+	20	50.3030303030303	329
ENSG00000218965	processed_pseudogene	NACAP7	-	6	43.3497536945813	949
ENSG00000218976	unprocessed_pseudogene	IMPDH1P9	-	6	56.3926940639269	1908
ENSG00000218980	processed_pseudogene	FTH1P15	+	6	49.6428571428571	279
ENSG00000218986	processed_pseudogene		+	6	56.5727699530516	425
ENSG00000218991	processed_pseudogene	CCNG1P1	+	6	37.7401129943503	884
ENSG00000218996	processed_pseudogene	ARL4AP5	+	6	39.7328881469115	598
ENSG00000219023	processed_pseudogene		+	6	47.1938775510204	391
ENSG00000219027	processed_pseudogene	RPS3AP2	+	16	48.1432360742706	753
ENSG00000219039	processed_pseudogene		+	7	56.9937369519833	478
ENSG00000219061	unprocessed_pseudogene	TRIM51FP	-	11	44.6415373244642	6180
ENSG00000219073	protein_coding	CELA3B	+	1	57.883291047481	21620
ENSG00000219074	processed_pseudogene	SOD1P1	-	6	46.8181818181818	439
ENSG00000219085	processed_pseudogene	NPM1P37	-	6	39.2448512585812	873
ENSG00000219087	processed_pseudogene	MTND4LP19	+	6	36.7469879518072	165
ENSG00000219088	processed_pseudogene		+	6	47.7585176329946	1672
ENSG00000219095	processed_pseudogene	DHFRP6	-	6	37.6865671641791	267
ENSG00000219102	processed_pseudogene	HNRNPA3P12	-	1	43.6500470366886	1062
ENSG00000219133	processed_pseudogene		-	1	43.6853002070393	482
ENSG00000219135	processed_pseudogene	RPL23AP48	-	6	44.2622950819672	487
ENSG00000219139	processed_pseudogene	TYMSP1	+	6	41.4269275028769	868
ENSG00000219146	processed_pseudogene	RPS4XP8	+	6	45.6549935149157	770
ENSG00000219149	processed_pseudogene	PPIAP87	-	9	45.5102040816327	489
ENSG00000219150	processed_pseudogene		-	6	39.2156862745098	520
ENSG00000219159	lncRNA		+	2	55.9152442613302	4080
ENSG00000219163	processed_pseudogene	HMGB1P20	-	6	44.7562776957164	676
ENSG00000219186	unprocessed_pseudogene	FTH1P19	+	X	61.5530303030303	527
ENSG00000219188	processed_pseudogene	CACYBPP3	-	6	51.68	624
ENSG00000219190	processed_pseudogene		-	6	47.9318734793187	410
ENSG00000219200	protein_coding	RNASEK	+	17	57.3196419167983	2115
ENSG00000219201	processed_pseudogene		-	1	41.1509229098806	920
ENSG00000219222	processed_pseudogene	RPL12P47	+	6	50.3937007874016	126
ENSG00000219240	processed_pseudogene		+	6	61.5329512893983	1692
ENSG00000219249	processed_pseudogene	AMZ2P2	-	6	43.3301797540208	1056
ENSG00000219253	processed_pseudogene	RPS6P7	+	6	38.3363471971067	552
ENSG00000219257	processed_pseudogene	NPM1P38	-	6	40.5780346820809	864
ENSG00000219262	unprocessed_pseudogene	OR2E1P	-	6	44.1295546558704	493
ENSG00000219273	processed_pseudogene		+	6	39.608938547486	1789
ENSG00000219274	processed_pseudogene	RPS20P2	+	16	40.3598971722365	699
ENSG00000219280	processed_pseudogene	VN1R8P	+	21	43.1131019036954	892
ENSG00000219284	unprocessed_pseudogene		-	6	41.7613636363636	2363
ENSG00000219294	processed_pseudogene	PIP5K1P1	+	6	48.9130434782609	1655
ENSG00000219297	processed_pseudogene	MRPL42P3	+	6	41.7177914110429	325
ENSG00000219298	processed_pseudogene		+	6	46.2794918330309	1634
ENSG00000219302	processed_pseudogene		-	6	45.5056179775281	533
ENSG00000219314	processed_pseudogene		+	6	41.5119363395225	753
ENSG00000219329	processed_pseudogene		+	6	50.5535055350554	541
ENSG00000219355	processed_pseudogene	RPL31P52	-	12	42.2343324250681	366
ENSG00000219361	processed_pseudogene	RPSAP72	-	6	47.4860335195531	357
ENSG00000219368	processed_pseudogene	ZNF299P	-	21	34.3680709534368	1803
ENSG00000219375	processed_pseudogene		-	6	47.3145780051151	390
ENSG00000219384	processed_pseudogene		+	6	41.9003115264798	641
ENSG00000219387	processed_pseudogene	ATF1P1	-	6	40.453074433657	1330
ENSG00000219391	processed_pseudogene		-	2	47.8927203065134	260
ENSG00000219392	unprocessed_pseudogene	ZNF602P	+	6	41.2337662337662	923
ENSG00000219395	processed_pseudogene	HSPA8P15	-	6	45.0381679389313	2686
ENSG00000219404	processed_pseudogene		-	6	48.3443708609271	931
ENSG00000219409	processed_pseudogene		+	6	45.7178841309824	793
ENSG00000219410	lncRNA		+	12	51.8940663761314	8809
ENSG00000219430	unprocessed_pseudogene	MBL3P	-	10	55.2795031055901	2579
ENSG00000219433	processed_pseudogene	BTBD10P2	+	6	40.8284023668639	983
ENSG00000219435	protein_coding	CATSPERZ	+	11	60.6510292005744	4412
ENSG00000219438	protein_coding	TAFA5	+	22	59.4917988706642	361359
ENSG00000219445	lncRNA		-	7	48.0709071949948	34712
ENSG00000219451	processed_pseudogene	RPL23P8	+	7	49.7663551401869	427
ENSG00000219453	processed_pseudogene		+	6	51.9713261648746	278
ENSG00000219463	processed_pseudogene	RPSAP42	+	6	49.8861047835991	877
ENSG00000219470	processed_pseudogene		-	6	60.7709750566893	881
ENSG00000219481	protein_coding	NBPF1	-	1	46.890468904689	51243
ENSG00000219487	processed_pseudogene		-	6	38.855421686747	663
ENSG00000219491	transcribed_processed_pseudogene	TPT1P8	+	8	36.5458539264141	3120
ENSG00000219492	unprocessed_pseudogene		-	4	41.1764705882353	4966
ENSG00000219500	processed_pseudogene		+	6	56.3380281690141	425
ENSG00000219507	processed_pseudogene	FTH1P8	+	X	49.4163424124514	513
ENSG00000219529	processed_pseudogene		-	11	46.0893854748603	357
ENSG00000219532	processed_pseudogene	SELENOKP2	-	6	43.9446366782007	288
ENSG00000219545	protein_coding	UMAD1	+	7	40.2492515491193	327309
ENSG00000219547	processed_pseudogene	RPL17P25	-	6	43.963963963964	554
ENSG00000219549	processed_pseudogene		-	6	47.2945891783567	2814
ENSG00000219553	processed_pseudogene		-	6	41.49377593361	722
ENSG00000219559	processed_pseudogene		-	6	51.2471655328798	440
ENSG00000219565	transcribed_processed_pseudogene	ZNF259P1	-	6	45.40385534491	4927
ENSG00000219575	processed_pseudogene		-	6	48.5422740524781	685
ENSG00000219582	processed_pseudogene	HNRNPA1P58	+	6	46.3934426229508	609
ENSG00000219592	processed_pseudogene	NCSTNP1	+	21	40.9722222222222	143
ENSG00000219604	processed_pseudogene		-	6	50	137
ENSG00000219607	protein_coding	PPP1R3G	+	6	53.6050156739812	4146
ENSG00000219608	processed_pseudogene	HIGD1AP16	+	20	39.922480620155	257
ENSG00000219619	processed_pseudogene		-	6	42.7450980392157	254
ENSG00000219622	processed_pseudogene		-	6	43.8515081206497	5489
ENSG00000219626	protein_coding	FAM228B	+	2	44.7306382607177	93114
ENSG00000219627	processed_pseudogene	CYCSP17	+	6	41.2698412698413	314
ENSG00000219642	processed_pseudogene	BMPR1AP1	-	6	44.6808510638298	1597
ENSG00000219653	processed_pseudogene	GCNT1P4	+	6	45.2887537993921	328
ENSG00000219665	lncRNA	ZNF433-AS1	+	19	45.4977375565611	58658
ENSG00000219666	processed_pseudogene		-	6	39.7111913357401	276
ENSG00000219669	processed_pseudogene	BECN1P2	+	6	40.2709359605911	811
ENSG00000219681	processed_pseudogene		+	6	39.2670157068063	381
ENSG00000219682	processed_pseudogene		+	6	45.1820128479657	1400
ENSG00000219693	unprocessed_pseudogene	FGF7P8	+	9	38.3561643835616	1386
ENSG00000219699	unprocessed_pseudogene		-	6	41.4691943127962	889
ENSG00000219700	processed_pseudogene	PTCHD3P3	-	6	56.2913907284768	1932
ENSG00000219702	processed_pseudogene		+	6	48.8054607508532	292
ENSG00000219703	processed_pseudogene	RAP1BP3	+	6	34.9726775956284	851
ENSG00000219712	processed_pseudogene		-	6	51.3447432762836	1226
ENSG00000219722	processed_pseudogene	RPL26P20	+	6	42.5925925925926	431
ENSG00000219736	processed_pseudogene		-	6	35.5823863636364	1407
ENSG00000219738	processed_pseudogene	CD83P1	-	6	50.1748251748252	922
ENSG00000219747	processed_pseudogene	RPL32P16	+	6	51.1111111111111	404
ENSG00000219755	processed_pseudogene		+	6	49.7986577181208	744
ENSG00000219757	processed_pseudogene		-	6	38.4976525821596	425
ENSG00000219758	processed_pseudogene		+	6	42.8571428571429	342
ENSG00000219770	unitary_pseudogene	VN1R11P	+	6	38.8248847926267	867
ENSG00000219773	processed_pseudogene	RPSAP45	-	6	51.487414187643	873
ENSG00000219776	processed_pseudogene	RPL21P67	+	6	43.9330543933054	477
ENSG00000219784	processed_pseudogene		-	6	34.0361445783133	1635
ENSG00000219790	processed_pseudogene	OSTCP6	-	6	41.7943107221007	456
ENSG00000219797	processed_pseudogene	PPIAP9	-	6	47.1887550200803	811
ENSG00000219806	processed_pseudogene	ATP5PBP6	-	6	43.9374185136897	766
ENSG00000219807	processed_pseudogene	ARF1P1	+	7	50.3676470588235	543
ENSG00000219814	processed_pseudogene	RPL23AP47	+	6	50.2173913043478	459
ENSG00000219863	processed_pseudogene	RPL31P28	+	6	45.8689458689459	350
ENSG00000219867	processed_pseudogene		-	6	51.0238907849829	585
ENSG00000219870	processed_pseudogene	BRK1P1	+	X	44.1441441441441	221
ENSG00000219881	processed_pseudogene	GAPDHP42	+	6	47.9102956167176	980
ENSG00000219891	transcribed_unprocessed_pseudogene	ZSCAN12P1	+	6	47.8805394990366	2510
ENSG00000219902	processed_pseudogene	RPL35P3	-	6	56.6037735849057	370
ENSG00000219926	transcribed_unprocessed_pseudogene	OR7E104P	-	13	53.3022416127576	15285
ENSG00000219928	processed_pseudogene		+	9	52.2988505747126	173
ENSG00000219930	processed_pseudogene	GAPDHP67	+	X	49.1116751269036	787
ENSG00000219932	processed_pseudogene	RPL12P8	+	10	53.2758620689655	579
ENSG00000219940	processed_pseudogene	SPTLC1P3	+	6	45.9459459459459	258
ENSG00000219941	processed_pseudogene	KRT18P50	+	6	51.3274336283186	1242
ENSG00000219951	processed_pseudogene		+	6	52.6156941649899	993
ENSG00000219986	processed_pseudogene	BTF3P7	-	6	43.4426229508197	487
ENSG00000219992	processed_pseudogene		+	6	41.743119266055	741
ENSG00000219993	processed_pseudogene		+	6	49.5677233429395	346
ENSG00000220008	protein_coding	LINGO3	-	19	69.7456492637215	2240
ENSG00000220030	processed_pseudogene		+	6	36.231884057971	413
ENSG00000220069	processed_pseudogene	RPL7P27	-	6	40.5555555555556	719
ENSG00000220076	processed_pseudogene		+	6	47.1544715447154	122
ENSG00000220091	processed_pseudogene	LAP3P1	-	6	39.7959183673469	293
ENSG00000220105	processed_pseudogene		-	9	51.3245033112583	603
ENSG00000220110	processed_pseudogene		-	6	43.7768240343348	465
ENSG00000220113	processed_pseudogene	MTCYBP4	+	6	46.5863453815261	248
ENSG00000220125	processed_pseudogene	MRPL32P1	-	X	48.1781376518219	246
ENSG00000220130	processed_pseudogene		+	6	52.8089887640449	266
ENSG00000220131	processed_pseudogene		+	6	53.3898305084746	353
ENSG00000220132	processed_pseudogene	CPSF1P2	-	X	55.0471063257066	742
ENSG00000220139	processed_pseudogene		+	6	43.3333333333333	179
ENSG00000220154	processed_pseudogene		-	6	43.9628482972136	322
ENSG00000220157	processed_pseudogene	HNRNPA1P12	-	5	47.0343392299688	960
ENSG00000220161	lncRNA	LINC02076	+	17	58.2041688936398	3221
ENSG00000220181	processed_pseudogene	MTRES1P1	+	6	38.9807162534435	725
ENSG00000220184	processed_pseudogene	HMGB3P18	-	6	42.0338983050847	589
ENSG00000220201	protein_coding	ZGLP1	-	19	61.6317251831271	5077
ENSG00000220204	processed_pseudogene		-	11	43.9024390243902	286
ENSG00000220205	protein_coding	VAMP2	-	17	55.9173947577442	4397
ENSG00000220212	unprocessed_pseudogene	OR4F1P	-	6	45.5223880597015	937
ENSG00000220237	processed_pseudogene	RPS24P12	+	6	40.6091370558376	393
ENSG00000220240	unprocessed_pseudogene		+	6	35.036496350365	136
ENSG00000220248	processed_pseudogene	ZNF402P	-	22	47.8709677419355	3099
ENSG00000220256	lncRNA		+	2	49.989650175947	61904
ENSG00000220267	processed_pseudogene	ACTBP8	-	6	58.2129963898917	1107
ENSG00000220291	unprocessed_pseudogene		+	6	42.2155688622754	12082
ENSG00000220305	processed_pseudogene	HNRNPH1P1	-	6	46.1603375527426	1184
ENSG00000220311	processed_pseudogene	RPL35AP18	+	6	41.3114754098361	304
ENSG00000220323	transcribed_unprocessed_pseudogene	H2BC19P	+	1	44.4092570036541	3611
ENSG00000220326	processed_pseudogene		-	6	39.906103286385	212
ENSG00000220340	processed_pseudogene	MTCO1P56	-	6	43.3035714285714	223
ENSG00000220343	processed_pseudogene	PPIAP74	+	3	48.7755102040816	489
ENSG00000220347	processed_pseudogene	H3P28	+	6	52.8350515463918	387
ENSG00000220349	processed_pseudogene		+	6	63.9274279615795	936
ENSG00000220370	processed_pseudogene		+	6	36.283185840708	225
ENSG00000220377	unprocessed_pseudogene	GSTA8P	-	6	43.3281004709576	15895
ENSG00000220378	processed_pseudogene	KRT8P42	-	6	57.0407433881344	1698
ENSG00000220392	processed_pseudogene	FCF1P5	+	6	40.6639004149378	481
ENSG00000220412	processed_pseudogene		-	6	44.5193929173693	1778
ENSG00000220418	processed_pseudogene	TUBB3P1	+	6	58.7087087087087	1331
ENSG00000220446	processed_pseudogene		-	6	33.4261838440111	358
ENSG00000220447	processed_pseudogene		+	6	41.1311053984576	388
ENSG00000220472	processed_pseudogene		-	6	52.7397260273973	729
ENSG00000220483	processed_pseudogene	SLC25A51P1	+	6	43.5132032146957	870
ENSG00000220494	processed_pseudogene	YAP1P1	+	6	55.7788944723618	1392
ENSG00000220505	processed_pseudogene	EIF4EBP2P3	-	6	50.5988023952096	333
ENSG00000220506	processed_pseudogene		-	6	35.9327217125382	722
ENSG00000220514	processed_pseudogene	MTND4LP20	+	6	33.7037037037037	269
ENSG00000220515	processed_pseudogene	PGAM1P10	+	6	53.0880420499343	760
ENSG00000220517	processed_pseudogene	ASS1P1	-	6	55.2950687146322	1236
ENSG00000220522	processed_pseudogene		-	6	35.1674641148325	417
ENSG00000220537	processed_pseudogene		-	6	44.3309499489275	978
ENSG00000220540	processed_pseudogene		+	20	45.9715639810427	210
ENSG00000220541	processed_pseudogene	PPIHP2	+	X	45.6692913385827	507
ENSG00000220553	processed_pseudogene	RPL5P19	+	6	38.0739081746921	892
ENSG00000220556	processed_pseudogene		-	6	52.4804177545692	382
ENSG00000220557	processed_pseudogene	HMGB1P13	-	6	42.6791277258567	641
ENSG00000220563	transcribed_processed_pseudogene	PKMP3	-	6	49.2307692307692	714
ENSG00000220575	lncRNA	HTR5A-AS1	-	7	45.0898374370187	5416
ENSG00000220581	unitary_pseudogene	VN1R12P	-	6	38.9269406392694	875
ENSG00000220583	processed_pseudogene	RPL35P2	-	6	57.0247933884297	362
ENSG00000220585	processed_pseudogene	DDX18P6	+	10	40.8112168252379	1996
ENSG00000220586	transcribed_processed_pseudogene	TUBBP9	+	6	48.6530612244898	65932
ENSG00000220598	processed_pseudogene	SSR1P1	-	6	35.1351351351351	813
ENSG00000220600	transcribed_processed_pseudogene		-	6	43.2569974554707	508
ENSG00000220614	processed_pseudogene		+	6	39.9416909620991	342
ENSG00000220635	processed_pseudogene	KRASP1	+	6	38.0434782608696	551
ENSG00000220643	processed_pseudogene		+	6	41.7857142857143	504
ENSG00000220660	transcribed_processed_pseudogene		+	6	46.5222348916762	950
ENSG00000220666	processed_pseudogene	RCC2P7	-	6	55.8544303797468	1263
ENSG00000220685	processed_pseudogene		-	6	42.7609427609428	1187
ENSG00000220694	processed_pseudogene		+	6	41.8772563176895	553
ENSG00000220695	processed_pseudogene		+	6	36.036036036036	776
ENSG00000220702	lncRNA		+	22	50.3300330033003	733
ENSG00000220721	unprocessed_pseudogene	OR1F12	+	6	46.8783068783069	944
ENSG00000220725	processed_pseudogene		-	6	45.2631578947368	379
ENSG00000220730	processed_pseudogene	H3P27	+	6	44.4117647058824	339
ENSG00000220733	processed_pseudogene	MTND3P20	+	6	40.3225806451613	185
ENSG00000220734	processed_pseudogene		+	6	45.3821656050955	1019
ENSG00000220739	processed_pseudogene		-	6	37.7551020408163	391
ENSG00000220744	processed_pseudogene	RPL5P18	+	6	40.5162738496072	890
ENSG00000220745	processed_pseudogene		-	6	57.8947368421053	246
ENSG00000220748	processed_pseudogene		+	6	49.4825964252117	1062
ENSG00000220749	processed_pseudogene	RPL21P28	-	1	43.064182194617	482
